Calendar Year, Earned Premium , Earned Exposure , Average Cov A , Average Cov C   , Average PPC Class , Average Fire Risk , Count Negligible , Count Low , Count Moderate , Count High , Count Extreme , Non-Cat Cov A Fire Claims , Non-Cat Cov A Fire Losses , Non-Cat Cov A Smoke Claims , Non-Cat Cov A Smoke Losses , Non-Cat Cov C Fire Claims , Non-Cat Cov C Fire Losses , Non-Cat Cov C Smoke Claims , Non-Cat Cov C Smoke Losses , Cat Cov A Fire Claims , Cat Cov A Fire Losses , Cat Cov A Smoke Claims , Cat Cov A Smoke Losses , Cat Cov C Fire Claims , Cat Cov C Fire Losses , Cat Cov C Smoke Claims , Cat Cov C Smoke Losses 
95955," 143,324 ", 122 ," 369,271 "," 242,360 ",, 0.17 , 101 , 21 ,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
95970," 62,616 ", 56 ," 345,678 "," 242,105 ",, 0.38 , 36 , 19 , 1 ,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
95979," 238,669 ", 115 ," 396,605 "," 255,591 ",, 1.72 ,, 47 , 53 , 15 ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
95987," 851,239 ", 790 ," 392,217 "," 258,805 ",, 0.23 , 608 , 179 ,, 2 ,, 2 ," 335,070 ", -   , -   , 2 ," 102,720 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Contra Costa," 314,657,454 "," 170,305 "," 757,341 "," 501,570 ",, 0.81 ," 77,236 "," 72,363 "," 16,896 "," 3,649 ", 157 , 150 ," 25,108,791 ", 8 ," 1,004,813 ", 127 ," 12,189,844 ", 6 ," 484,875 ", 8 ," 47,426 ", -   , -   , 1 , 561 , -   , -   
94505," 5,453,767 "," 3,187 "," 769,582 "," 505,347 ",, 0.47 ," 1,780 "," 1,316 ", 91 ,,, 4 ," 713,926 ", -   , -   , 3 ," 231,461 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
94506," 15,957,707 "," 5,061 "," 1,321,860 "," 849,223 ",, 1.02 ," 1,233 "," 2,632 "," 1,076 ", 107 , 13 , 2 ," 147,470 ", -   , -   , 3 ," 95,356 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
94507," 13,480,456 "," 3,588 "," 1,541,551 "," 1,004,198 ",, 1.44 , 32 ," 2,214 "," 1,088 ", 236 , 18 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
94509," 12,203,623 "," 8,639 "," 471,305 "," 314,063 ",, 0.41 ," 5,387 "," 2,994 ", 254 , 2 , 2 , 20 ," 2,066,818 ", 1 ," 11,461 ", 13 ," 1,118,110 ", 1 ," 5,514 ", -   , -   , -   , -   , -   , -   , -   , -   
94511," 607,418 ", 398 ," 577,175 "," 368,205 ",, 0.55 , 192 , 194 , 12 ,,, 2 ," 510,822 ", -   , -   , 1 ," 96,172 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
94513," 17,903,617 "," 10,865 "," 700,854 "," 449,611 ",, 0.48 ," 5,982 "," 4,617 ", 243 , 17 , 6 , 5 ," 1,014,923 ", -   , -   , 3 ," 334,950 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
94514," 375,147 ", 176 ," 716,785 "," 469,904 ",, 0.55 , 83 , 89 , 4 ,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
94516," 77,075 ", 30 ," 953,132 "," 689,366 ",, 2.08 ,, 2 , 24 , 4 ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
94517," 5,753,805 "," 2,674 "," 790,350 "," 527,489 ",, 0.88 , 946 ," 1,163 ", 517 , 44 , 4 , 1 ," 56,326 ", 1 ," 103,230 ", 2 ," 60,064 ", 1 ," 65,991 ", -   , -   , -   , -   , -   , -   , -   , -   
94518," 6,387,120 "," 4,022 "," 599,092 "," 406,055 ",, 0.49 ," 2,190 "," 1,687 ", 135 , 10 ,, 2 ," 268,622 ", -   , -   , 1 ," 45,960 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
94519," 4,458,307 "," 3,363 "," 489,406 "," 330,516 ",, 0.39 ," 2,061 "," 1,300 ", 2 ,,, 2 ," 687,350 ", -   , -   , 2 ," 130,437 ", -   , -   , 1 ," 12,104 ", -   , -   , -   , -   , -   , -   
94520," 3,155,473 "," 2,610 "," 420,799 "," 280,647 ",, 0.37 ," 1,660 ", 935 , 14 ,,, 2 ," 601,428 ", -   , -   , 2 ," 310,204 ", -   , -   , 1 ," 1,186 ", -   , -   , -   , -   , -   , -   
94521," 11,750,605 "," 7,306 "," 603,655 "," 411,102 ",, 0.50 ," 4,128 "," 2,713 ", 454 , 10 ,, 1 ," 22,400 ", -   , -   , 1 ," 50,000 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
94523," 8,732,799 "," 5,328 "," 618,814 "," 418,110 ",, 0.62 ," 2,486 "," 2,434 ", 351 , 55 , 2 , 3 ," 716,571 ", -   , -   , 3 ," 367,664 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
94525," 1,077,286 ", 591 ," 583,474 "," 391,180 ",, 1.18 , 125 , 244 , 216 , 5 , 1 , 1 ," 40,009 ", -   , -   , 1 ," 25,009 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
94526," 15,851,588 "," 6,302 "," 997,606 "," 653,767 ",, 0.97 ," 1,677 "," 3,257 "," 1,239 ", 115 , 13 , -   , -   , -   , -   , 1 ," 11,149 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
94528," 1,525,770 ", 277 ," 2,240,071 "," 1,435,552 ",, 1.69 , 2 , 112 , 133 , 29 , 1 , 1 ," 29,515 ", -   , -   , 1 ," 29,638 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
94530," 7,629,635 "," 4,591 "," 656,133 "," 436,600 ",, 0.71 ," 1,984 "," 2,004 ", 551 , 50 , 1 , 1 ," 33,007 ", -   , -   , 2 ," 15,773 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
94531," 11,556,280 "," 7,069 "," 638,308 "," 406,863 ",, 0.42 ," 4,325 "," 2,507 ", 232 , 4 ,, 7 ," 654,816 ", 3 ," 842,463 ", 4 ," 157,569 ", 2 ," 402,855 ", 2 ," 3,353 ", -   , -   , 1 , 561 , -   , -   
94547," 6,076,040 "," 3,799 "," 633,523 "," 419,123 ",, 0.67 ," 1,822 "," 1,433 ", 538 , 6 ,, 2 ," 401,830 ", -   , -   , 1 ," 75,000 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
94548," 135,755 ", 67 ," 657,620 "," 443,254 ",, 0.36 , 45 , 19 , 2 ,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
94549," 18,261,876 "," 5,826 "," 1,206,698 "," 801,862 ",, 1.44 , 58 ," 3,888 "," 1,155 ", 712 , 14 , 3 ," 530,154 ", -   , -   , 3 ," 571,180 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
94553," 14,197,615 "," 8,286 "," 585,032 "," 400,212 ",, 0.66 ," 3,766 "," 3,751 ", 624 , 140 , 6 , 8 ," 1,197,835 ", -   , -   , 8 ," 487,855 ", -   , -   , 1 ," 9,180 ", -   , -   , -   , -   , -   , -   
94556," 7,883,951 "," 2,917 "," 1,009,199 "," 670,420 ",, 1.42 , 27 ," 1,998 ", 551 , 332 , 9 , 3 ," 1,029,006 ", -   , -   , 4 ," 707,904 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
94561," 11,097,091 "," 8,049 "," 591,284 "," 384,545 ",, 0.42 ," 4,818 "," 3,061 ", 169 , 2 ,, 11 ," 1,473,197 ", -   , -   , 9 ," 531,297 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
94563," 17,209,958 "," 5,127 "," 1,308,239 "," 881,110 ",, 1.51 , 48 ," 3,250 "," 1,006 ", 789 , 33 , 2 ," 439,500 ", -   , -   , 3 ," 211,081 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
94564," 5,165,122 "," 3,588 "," 532,986 "," 362,277 ",, 0.82 ," 1,390 "," 1,512 ", 636 , 50 ,, 2 ," 393,235 ", -   , -   , 3 ," 262,799 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
94565," 15,582,288 "," 11,714 "," 479,918 "," 316,358 ",, 0.42 ," 7,299 "," 3,891 ", 503 , 18 , 2 , 20 ," 1,940,626 ", 1 ," 25,000 ", 17 ," 864,636 ", -   , -   , 1 ," 6,002 ", -   , -   , -   , -   , -   , -   
94569," 78,034 ", 39 ," 587,351 "," 390,875 ",, 1.49 , 1 , 20 , 16 , 2 ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
94572," 1,877,172 "," 1,463 "," 494,241 "," 336,319 ",, 0.42 , 913 , 492 , 58 ,,, -   , -   , -   , -   , -   , -   , -   , -   , 1 , 601 , -   , -   , -   , -   , -   , -   
94582," 12,007,649 "," 6,240 "," 911,437 "," 566,908 ",, 0.55 ," 3,771 "," 1,523 ", 933 , 9 , 5 , 3 ," 319,941 ", -   , -   , 2 ," 71,620 ", -   , -   , 1 ," 15,000 ", -   , -   , -   , -   , -   , -   
94583," 12,080,744 "," 6,082 "," 767,584 "," 501,178 ",, 0.70 ," 2,730 "," 2,537 ", 742 , 65 , 8 , 3 ," 867,735 ", -   , -   , 3 ," 452,086 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
94595," 3,407,744 "," 1,491 "," 840,504 "," 564,554 ",, 1.42 , 42 , 908 , 407 , 132 , 1 , 2 ," 629,188 ", -   , -   , 1 ," 598,250 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
94596," 5,364,351 "," 2,287 "," 866,211 "," 586,265 ",, 1.50 , 87 ," 1,194 ", 782 , 223 , 2 , 1 ," 859,981 ", -   , -   , 1 ," 640,277 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
94597," 3,829,061 "," 2,074 "," 685,427 "," 456,751 ",, 0.83 , 764 ," 1,026 ", 153 , 129 ,, 1 ," 140,027 ", -   , -   , 2 ," 75,765 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
94598," 8,930,776 "," 4,282 "," 857,973 "," 577,103 ",, 0.75 ," 1,560 "," 2,350 ", 269 , 101 , 3 , 3 ," 635,546 ", 1 ," 1,079 ", 3 ," 571,489 ", 1 ," 10,215 ", -   , -   , -   , -   , -   , -   , -   , -   
94801," 2,911,388 "," 2,431 "," 442,345 "," 285,857 ",, 0.34 ," 1,662 ", 732 , 26 , 11 ,, 2 ," 4,794 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
94803," 7,986,899 "," 4,759 "," 585,896 "," 391,620 ",, 1.14 ," 1,089 "," 2,115 "," 1,368 ", 177 , 10 , 7 ," 1,714,243 ", -   , -   , 5 ," 1,051,087 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
94804," 5,581,598 "," 4,798 "," 408,848 "," 270,466 ",, 0.30 ," 3,365 "," 1,430 ", 3 ,,, 6 ," 1,236,959 ", -   , -   , 5 ," 359,235 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
94805," 3,524,945 "," 2,561 "," 486,673 "," 325,598 ",, 0.51 ," 1,466 ", 925 , 129 , 39 , 3 , 2 ," 148,651 ", -   , -   , 2 ," 56,805 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
94806," 7,529,919 "," 6,348 "," 422,031 "," 283,922 ",, 0.37 ," 4,240 "," 1,894 ", 190 , 24 ,, 15 ," 3,582,340 ", 1 ," 21,580 ", 12 ," 1,521,962 ", 1 , 300 , -   , -   , -   , -   , -   , -   , -   , -   
Del Norte," 4,718,418 "," 3,203 "," 452,089 "," 318,931 ",, 1.29 , 605 ," 1,340 "," 1,044 ", 202 , 11 , 6 ," 292,949 ", 2 ," 48,022 ", 5 ," 25,637 ", -   , -   , -   , -   , -   , -   , 1 , 500 , -   , -   
95531," 3,809,275 "," 2,704 "," 409,371 "," 289,885 ",, 1.22 , 548 ," 1,156 ", 867 , 128 , 5 , 5 ," 289,562 ", 1 ," 3,022 ", 4 ," 25,137 ", -   , -   , -   , -   , -   , -   , 1 , 500 , -   , -   
95538," 1,893 ", 1 ," 492,000 "," 369,000 ",, -   , 1 ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
95543," 307,102 ", 132 ," 435,473 "," 289,316 ",, 2.37 , 2 , 8 , 62 , 58 , 2 , 1 ," 3,387 ", 1 ," 45,000 ", 1 , 500 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
95548," 141,779 ", 89 ," 395,054 "," 285,870 ",, 1.69 , 1 , 35 , 45 , 4 , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
95567," 458,369 ", 277 ," 528,546 "," 360,586 ",, 1.16 , 53 , 141 , 70 , 12 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
El Dorado," 96,181,194 "," 43,354 "," 538,752 "," 349,678 ",, 2.35 ," 2,910 "," 9,525 "," 14,432 "," 15,112 "," 1,377 ", 24 ," 5,856,145 ", -   , -   , 20 ," 1,655,043 ", -   , -   , 4 ," 244,775 ", -   , -   , 2 ," 245,462 ", -   , -   
95613," 168,977 ", 61 ," 585,788 "," 418,493 ",, 1.90 ,, 18 , 32 , 11 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
95614," 2,634,963 "," 1,190 "," 542,810 "," 355,327 ",, 2.34 ,, 88 , 649 , 408 , 45 , 1 ," 64,682 ", -   , -   , 1 ," 15,481 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
95619," 1,379,665 ", 756 ," 414,015 "," 280,642 ",, 1.99 , 14 , 235 , 265 , 226 , 15 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
95623," 2,073,500 ", 975 ," 505,987 "," 324,858 ",, 2.20 , 26 , 134 , 464 , 321 , 30 , 1 ," 50,995 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
95633," 1,220,158 ", 686 ," 443,412 "," 277,944 ",, 2.81 ,, 59 , 110 , 417 , 99 , 1 ," 4,135 ", -   , -   , 1 ," 2,491 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
95634," 1,220,565 ", 662 ," 438,597 "," 270,941 ",, 2.87 ,, 8 , 137 , 451 , 66 , -   , -   , -   , -   , 1 ," 40,597 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
95635," 456,289 ", 248 ," 482,924 "," 300,117 ",, 2.85 ,, 1 , 47 , 187 , 13 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
95636," 300,856 ", 176 ," 405,267 "," 244,663 ",, 2.71 ,, 9 , 46 , 109 , 12 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
95651," 338,404 ", 136 ," 542,259 "," 357,666 ",, 2.46 , 1 , 20 , 35 , 77 , 4 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
95656," 166,760 ", 57 ," 522,978 "," 362,805 ",, 2.87 , 1 , 1 , 5 , 48 , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
95664," 579,548 ", 247 ," 589,970 "," 374,378 ",, 2.68 ,, 18 , 56 , 161 , 12 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
95667," 15,045,196 "," 7,445 "," 524,456 "," 337,410 ",, 2.50 , 17 , 892 ," 2,275 "," 3,876 ", 385 , 3 ," 914,104 ", -   , -   , 3 ," 250,504 ", -   , -   , 2 ," 11,928 ", -   , -   , -   , -   , -   , -   
95672," 2,510,965 "," 1,078 "," 664,096 "," 418,408 ",, 2.18 , 14 , 250 , 376 , 403 , 36 , -   , -   , -   , -   , -   , -   , -   , -   , 2 ," 232,847 ", -   , -   , 1 ," 163,005 ", -   , -   
95682," 13,121,076 "," 5,554 "," 632,328 "," 408,728 ",, 1.97 , 163 ," 1,596 "," 2,161 "," 1,517 ", 116 , 5 ," 1,242,466 ", -   , -   , 2 ," 505,708 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
95684," 1,588,893 ", 687 ," 477,090 "," 318,689 ",, 2.65 ,, 62 , 149 , 444 , 32 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
95709," 2,184,162 "," 1,114 "," 553,427 "," 355,655 ",, 2.41 , 1 , 246 , 203 , 618 , 46 , 1 ," 250,000 ", -   , -   , 1 ," 150,000 ", -   , -   , -   , -   , -   , -   , 1 ," 82,457 ", -   , -   
95720," 259,027 ", 132 ," 348,601 "," 234,703 ",, 2.19 ,, 50 , 10 , 70 , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
95721," 88,808 ", 43 ," 359,428 "," 228,983 ",, 1.82 ,, 26 , -   , 16 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
95726," 3,091,620 "," 2,138 "," 441,104 "," 266,865 ",, 2.96 , 2 , 10 , 190 ," 1,806 ", 131 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
95735," 311,930 ", 158 ," 374,884 "," 252,220 ",, 1.70 , 1 , 103 , 4 , 42 , 8 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
95762," 25,192,716 "," 10,806 "," 860,322 "," 551,666 ",, 1.19 ," 2,371 "," 4,832 "," 2,828 ", 712 , 63 , 4 ," 1,143,064 ", -   , -   , 4 ," 150,285 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
96142," 2,810,647 ", 908 ," 784,052 "," 498,518 ",, 2.62 , 9 , 5 , 346 , 513 , 35 , 1 ," 313,833 ", -   , -   , 1 ," 56,808 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
96150," 19,325,208 "," 8,061 "," 587,385 "," 373,808 ",, 2.21 , 288 , 849 ," 4,039 "," 2,664 ", 221 , 7 ," 1,872,866 ", -   , -   , 6 ," 483,169 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
96151," 63,473 ", 17 ," 904,459 "," 651,384 ",, 2.30 , 2 , 4 , 1 , 10 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
96155," 29,146 ", 13 ," 439,338 "," 317,735 ",, 1.62 ,, 8 , 2 , 3 ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
96156," 3,460 ", 2 ," 379,250 "," 267,668 ",, 3.50 ,,,, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
96158," 15,182 ", 4 ," 742,075 "," 391,038 ",, 2.00 ,, 1 , 2 , 1 ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Fresno," 151,626,051 "," 121,552 "," 407,368 "," 256,839 ",, 0.73 ," 77,475 "," 39,542 "," 2,713 "," 1,570 ", 248 , 153 ," 14,453,911 ", 36 ," 608,233 ", 127 ," 6,429,073 ", 18 ," 206,405 ", 4 ," 16,196 ", 1 ," 5,000 ", 1 ," 1,100 ", 1 ," 1,000 "
93210," 1,909,209 "," 1,691 "," 360,580 "," 242,331 ",, 0.48 , 931 , 717 , 40 , 3 ,, 4 ," 55,035 ", -   , -   , 3 ," 46,590 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
93234," 343,289 ", 357 ," 272,068 "," 180,944 ",, 0.21 , 283 , 75 ,,,, -   , -   , -   , -   , 1 , 713 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
93242," 283,025 ", 253 ," 330,903 "," 223,373 ",, 0.34 , 167 , 85 , 1 ,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
93602," 1,249,521 ", 577 ," 410,224 "," 259,227 ",, 2.56 , 2 , 32 , 205 , 319 , 19 , 2 ," 418,550 ", -   , -   , 1 ," 403,469 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
93605," 46,319 ", 21 ," 372,155 "," 266,350 ",, 2.54 ,,, 10 , 11 ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
93606," 141,818 ", 138 ," 279,118 "," 184,983 ",, 0.16 , 116 , 22 , -   ,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
93608," 47,067 ", 44 ," 230,380 "," 146,114 ",, 0.21 , 36 , 7 , 1 ,,, 1 ," 14,156 ", -   , -   , 1 ," 1,771 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
93609," 529,516 ", 439 ," 366,301 "," 245,201 ",, 0.38 , 278 , 155 , 6 ,,, 1 ," 371,250 ", -   , -   , 1 ," 150,000 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
93611," 11,410,840 "," 8,546 "," 485,292 "," 304,585 ",, 0.35 ," 5,564 "," 2,973 ", 9 ,,, 7 ," 659,716 ", 1 ," 21,387 ", 6 ," 292,210 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
93612," 3,485,909 "," 3,205 "," 357,672 "," 234,008 ",, 0.32 ," 2,188 "," 1,012 ", 5 ,,, 5 ," 567,989 ", 1 ," 6,991 ", 4 ," 320,393 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
93616," 235,509 ", 207 ," 333,213 "," 228,745 ",, 0.35 , 138 , 67 , 2 ,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
93619," 16,766,287 "," 10,636 "," 598,134 "," 369,698 ",, 0.50 ," 5,977 "," 4,139 ", 404 , 102 , 14 , 6 ," 254,118 ", -   , -   , 4 ," 96,497 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
93621," 87,018 ", 39 ," 377,719 "," 239,687 ",, 2.31 ,, 2 , 26 , 8 , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
93622," 962,836 ", 966 ," 315,232 "," 205,870 ",, 0.20 , 781 , 173 , 12 ,,, 2 ," 2,045 ", -   , -   , 1 , 295 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
93624," 4,190 ", 3 ," 370,132 "," 253,204 ",, 0.33 , 2 , 1 ,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
93625," 1,172,091 "," 1,073 "," 443,458 "," 281,504 ",, 0.38 , 669 , 399 , 5 ,,, 2 ," 542,424 ", -   , -   , 2 ," 413,790 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
93626," 1,173,933 ", 497 ," 689,476 "," 414,108 ",, 1.67 , 22 , 183 , 240 , 41 , 11 , 1 ," 1,746 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
93627, 286 , -   ," 175,800 "," 131,900 ",, -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
93628," 172,200 ", 84 ," 414,065 "," 264,351 ",, 2.83 , 1 , 1 , 12 , 68 , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
93630," 2,334,956 "," 2,163 "," 369,613 "," 239,154 ",, 0.25 ," 1,682 ", 431 , 50 ,,, 4 ," 59,656 ", 1 ," 5,711 ", 4 ," 25,582 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
93631," 2,740,628 "," 2,382 "," 476,709 "," 253,410 ",, 0.47 ," 1,281 "," 1,085 ", 16 ,,, 1 ," 3,750 ", 1 ," 384,584 ", -   , -   , 1 ," 153,274 ", 1 ," 1,315 ", -   , -   , -   , -   , -   , -   
93634," 366,540 ", 163 ," 456,349 "," 315,033 ",, 2.42 , 1 ,, 94 , 65 , 2 , 1 ," 331,044 ", -   , -   , 1 ," 132,750 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
93640," 966,638 "," 1,131 "," 286,560 "," 177,335 ",, 0.13 ," 1,001 ", 114 , 16 ,,, -   , -   , -   , -   , 1 ," 59,122 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
93641," 149,501 ", 66 ," 338,970 "," 218,893 ",, 2.61 ,, 4 , 23 , 33 , 6 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
93646," 678,706 ", 705 ," 285,375 "," 185,404 ",, 0.30 , 498 , 204 , 3 , -   ,, 1 ," 5,879 ", 2 ," 12,717 ", 1 ," 12,223 ", 1 , 261 , -   , -   , -   , -   , -   , -   , -   , -   
93648," 1,123,481 "," 1,241 "," 280,754 "," 190,836 ",, 0.41 , 742 , 493 , 6 ,,, 4 ," 1,221,943 ", 2 ," 13,400 ", 4 ," 51,252 ", 1 ," 5,500 ", -   , -   , -   , -   , -   , -   , -   , -   
93650," 198,566 ", 218 ," 277,548 "," 182,105 ",, 0.32 , 150 , 66 , 2 ,,, 1 ," 56,014 ", -   , -   , 1 ," 21,104 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
93651," 1,044,398 ", 356 ," 527,233 "," 326,072 ",, 2.07 , 8 , 58 , 190 , 98 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
93652," 32,244 ", 24 ," 296,817 "," 208,377 ",, 0.41 , 14 , 10 ,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
93654," 3,675,249 "," 3,378 "," 386,640 "," 241,679 ",, 0.43 ," 1,965 "," 1,389 ", 19 , 3 , 2 , 7 ," 1,301,524 ", -   , -   , 6 ," 586,148 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
93656," 551,115 ", 546 ," 324,605 "," 217,837 ",, 0.34 , 368 , 172 , 6 ,,, -   , -   , 1 ," 9,889 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
93657," 5,937,170 "," 4,568 "," 409,682 "," 266,646 ",, 0.45 ," 2,759 "," 1,627 ", 144 , 25 , 13 , 7 ," 858,179 ", 5 ," 28,749 ", 7 ," 588,150 ", 2 ," 4,276 ", -   , -   , -   , -   , -   , -   , -   , -   
93660," 371,697 ", 349 ," 284,718 "," 188,006 ",, 0.20 , 286 , 57 , 7 ,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
93662," 3,128,090 "," 3,198 "," 344,530 "," 225,827 ",, 0.48 ," 1,682 "," 1,482 ", 33 , 1 ,, 3 ," 105,242 ", 1 , 409 , 4 ," 246,286 ", -   , -   , 1 ," 9,250 ", -   , -   , 1 ," 1,100 ", -   , -   
93664," 1,935,825 ", 796 ," 606,451 "," 383,274 ",, 2.80 , 1 , 8 , 238 , 450 , 100 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
